client_id,sex,birth,age,group,group2,cat0,cat1,cat2,total,CAcat0,CAcat1,CAcat2,CA
c_5521,f,1993,30,"(18, 30]","(18, 30]",2.0,3.0,9.0,14.0,14.1,78.67,813.88,906.65
c_8105,m,1987,36,"(30, 50]","(30, 65]",58.0,26.0,0.0,84.0,557.99,610.4399999999999,0.0,1168.4299999999998
c_2105,f,1951,72,"(70, 94]","(65, 94]",3.0,5.0,1.0,9.0,22.72,85.35,145.99,254.06
c_7986,f,1979,44,"(30, 50]","(30, 65]",171.0,25.0,0.0,196.0,1950.73,450.52,0.0,2401.25
c_7772,f,1974,49,"(30, 50]","(30, 65]",40.0,26.0,0.0,66.0,449.07,572.67,0.0,1021.74
c_3146,m,1964,59,"(50, 70]","(30, 65]",56.0,79.0,0.0,135.0,625.2099999999999,2055.15,0.0,2680.36
c_688,m,1994,29,"(18, 30]","(18, 30]",6.0,14.0,18.0,38.0,77.25,308.0,1226.01,1611.26
c_5211,f,1963,60,"(50, 70]","(30, 65]",25.0,52.0,2.0,79.0,229.32,1082.1299999999999,109.98,1421.4299999999998
c_7965,f,2004,19,"(18, 30]","(18, 30]",5.0,15.0,40.0,60.0,48.52,204.55,2899.79,3152.86
c_6630,f,2004,19,"(18, 30]","(18, 30]",6.0,8.0,5.0,19.0,89.38,180.98999999999998,255.55,525.9200000000001
c_173,f,1958,65,"(50, 70]","(30, 65]",0.0,2.0,0.0,2.0,0.0,47.98,0.0,47.98
c_166,f,1967,56,"(50, 70]","(30, 65]",27.0,72.0,1.0,100.0,245.62,1375.78,86.99,1708.39
c_1680,m,1967,56,"(50, 70]","(30, 65]",19.0,14.0,0.0,33.0,171.82,289.91999999999996,0.0,461.73999999999995
c_8246,m,1978,45,"(30, 50]","(30, 65]",23.0,5.0,2.0,30.0,206.04999999999998,94.38,210.48,510.90999999999997
c_6608,m,1972,51,"(50, 70]","(30, 65]",44.0,16.0,0.0,60.0,425.94,424.46,0.0,850.4
c_5243,m,1982,41,"(30, 50]","(30, 65]",22.0,8.0,0.0,30.0,217.02,184.42,0.0,401.44
c_2386,m,1972,51,"(50, 70]","(30, 65]",75.0,26.0,0.0,101.0,719.05,561.6899999999999,0.0,1280.7399999999998
c_734,f,1941,82,"(70, 94]","(65, 94]",46.0,51.0,0.0,97.0,413.42,952.81,0.0,1366.23
c_5671,f,1981,42,"(30, 50]","(30, 65]",34.0,17.0,0.0,51.0,341.57,316.98,0.0,658.55
c_3455,m,1964,59,"(50, 70]","(30, 65]",40.0,23.0,0.0,63.0,432.21999999999997,423.97999999999996,0.0,856.1999999999999
c_4249,m,1982,41,"(30, 50]","(30, 65]",14.0,0.0,0.0,14.0,163.85,0.0,0.0,163.85
c_6396,m,2003,20,"(18, 30]","(18, 30]",1.0,13.0,9.0,23.0,8.37,237.47,758.56,1004.4
c_3341,f,1970,53,"(50, 70]","(30, 65]",33.0,30.0,0.0,63.0,337.84,595.74,0.0,933.5799999999999
c_8446,f,1998,25,"(18, 30]","(18, 30]",15.0,14.0,3.0,32.0,146.81,277.29999999999995,199.81,623.92
c_7712,f,2004,19,"(18, 30]","(18, 30]",16.0,28.0,36.0,80.0,114.96000000000001,581.8299999999999,2360.5299999999997,3057.3199999999997
c_4891,f,1980,43,"(30, 50]","(30, 65]",22.0,7.0,0.0,29.0,178.37,167.68,0.0,346.05
c_5174,m,1961,62,"(50, 70]","(30, 65]",36.0,26.0,0.0,62.0,366.83,450.21999999999997,0.0,817.05
c_2650,f,1950,73,"(70, 94]","(65, 94]",33.0,36.0,0.0,69.0,294.12,685.87,0.0,979.99
c_7022,m,1976,47,"(30, 50]","(30, 65]",25.0,10.0,0.0,35.0,330.03000000000003,206.19,0.0,536.22
c_7072,m,1969,54,"(50, 70]","(30, 65]",29.0,29.0,0.0,58.0,366.5,498.13,0.0,864.63
c_1185,m,2004,19,"(18, 30]","(18, 30]",8.0,7.0,9.0,24.0,63.199999999999996,246.85,825.2499999999999,1135.3
c_109,f,2004,19,"(18, 30]","(18, 30]",0.0,2.0,5.0,7.0,0.0,29.98,385.21,415.19
c_8388,m,1990,33,"(30, 50]","(30, 65]",129.0,22.0,1.0,152.0,1432.78,374.36,145.99,1953.1299999999999
c_3065,f,1977,46,"(30, 50]","(30, 65]",51.0,21.0,0.0,72.0,606.352794627383,420.83,0.0,1027.182794627383
c_6065,m,1960,63,"(50, 70]","(30, 65]",23.0,10.0,1.0,34.0,179.42,234.95999999999998,46.31,460.69
c_3074,m,2000,23,"(18, 30]","(18, 30]",11.0,21.0,8.0,40.0,98.01,469.55999999999995,486.33,1053.8999999999999
c_3501,f,1992,31,"(30, 50]","(30, 65]",1.0,12.0,13.0,26.0,11.99,331.88,957.87,1301.74
c_7379,m,1962,61,"(50, 70]","(30, 65]",21.0,31.0,0.0,52.0,213.02,641.06,0.0,854.0799999999999
c_1987,f,1972,51,"(50, 70]","(30, 65]",110.0,20.0,0.0,130.0,1204.67,442.01,0.0,1646.68
c_588,m,1981,42,"(30, 50]","(30, 65]",175.0,39.0,0.0,214.0,1721.6,762.51,0.0,2484.1099999999997
c_8127,f,1988,35,"(30, 50]","(30, 65]",31.0,10.0,0.0,41.0,258.85,208.06,0.0,466.91
c_5925,m,1937,86,"(70, 94]","(65, 94]",21.0,12.0,0.0,33.0,229.85999999999999,264.75,0.0,494.61
c_4665,f,1984,39,"(30, 50]","(30, 65]",40.0,22.0,2.0,64.0,413.95,419.10999999999996,126.72,959.78
c_267,f,1973,50,"(30, 50]","(30, 65]",163.0,29.0,0.0,192.0,1607.83,553.65,0.0,2161.48
c_1307,f,1953,70,"(50, 70]","(65, 94]",16.0,33.0,0.0,49.0,167.71,581.44,0.0,749.1500000000001
c_515,m,2000,23,"(18, 30]","(18, 30]",4.0,7.0,9.0,20.0,39.85,151.93,635.51,827.29
c_5285,f,2004,19,"(18, 30]","(18, 30]",0.0,18.0,12.0,30.0,0.0,531.88,965.5,1497.38
c_2485,m,1943,80,"(70, 94]","(65, 94]",5.0,18.0,0.0,23.0,41.86,341.66,0.0,383.52000000000004
c_3999,f,1979,44,"(30, 50]","(30, 65]",18.0,14.0,0.0,32.0,160.49,247.01,0.0,407.5
c_7431,m,1969,54,"(50, 70]","(30, 65]",13.0,16.0,0.0,29.0,190.69,331.25,0.0,521.94
c_4100,f,1995,28,"(18, 30]","(18, 30]",1.0,4.0,2.0,7.0,15.99,75.96,126.72,218.67
c_4631,f,1939,84,"(70, 94]","(65, 94]",44.0,64.0,0.0,108.0,385.21,1315.78,0.0,1700.99
c_3671,f,1960,63,"(50, 70]","(30, 65]",13.0,15.0,0.0,28.0,133.33,324.59999999999997,0.0,457.92999999999995
c_1151,f,1956,67,"(50, 70]","(65, 94]",45.0,65.0,0.0,110.0,478.64,1364.22,0.0,1842.8600000000001
c_1994,m,1990,33,"(30, 50]","(30, 65]",136.0,43.0,0.0,179.0,1523.29,861.45,0.0,2384.74
c_6903,f,1987,36,"(30, 50]","(30, 65]",44.0,5.0,0.0,49.0,477.8,84.95,0.0,562.75
c_3770,m,1956,67,"(50, 70]","(65, 94]",45.0,16.0,2.0,63.0,434.95,281.21,84.38,800.54
c_8383,f,1971,52,"(50, 70]","(30, 65]",59.0,107.0,1.0,167.0,648.91,2239.64,236.99,3125.54
c_2213,m,1982,41,"(30, 50]","(30, 65]",96.0,27.0,0.0,123.0,950.6,589.17,0.0,1539.77
c_5484,f,1981,42,"(30, 50]","(30, 65]",77.0,18.0,0.0,95.0,963.85,382.7,0.0,1346.55
c_7102,m,1983,40,"(30, 50]","(30, 65]",208.0,56.0,0.0,264.0,2031.103973136915,1237.11,0.0,3268.2139731369152
c_1911,f,1969,54,"(50, 70]","(30, 65]",6.0,5.0,0.0,11.0,87.91,142.81,0.0,230.72
c_833,f,1961,62,"(50, 70]","(30, 65]",21.0,25.0,0.0,46.0,196.16,510.66999999999996,0.0,706.8299999999999
c_2624,f,1985,38,"(30, 50]","(30, 65]",100.0,37.0,0.0,137.0,990.6899999999999,788.79,0.0,1779.48
c_5955,m,1973,50,"(30, 50]","(30, 65]",127.0,49.0,0.0,176.0,1335.54,891.8599999999999,0.0,2227.3999999999996
c_7253,f,1974,49,"(30, 50]","(30, 65]",88.0,16.0,0.0,104.0,1030.12,332.76,0.0,1362.8799999999999
c_1536,m,2002,21,"(18, 30]","(18, 30]",0.0,15.0,12.0,27.0,0.0,302.73,721.29,1024.02
c_2139,f,1993,30,"(18, 30]","(18, 30]",2.0,19.0,30.0,51.0,29.03,415.34999999999997,2311.16,2755.54
c_3105,m,1988,35,"(30, 50]","(30, 65]",101.0,36.0,0.0,137.0,1007.27,787.9599999999999,0.0,1795.23
c_3155,m,1996,27,"(18, 30]","(18, 30]",0.0,9.0,9.0,18.0,0.0,141.47,575.17,716.64
c_4944,f,1977,46,"(30, 50]","(30, 65]",130.0,40.0,0.0,170.0,1313.24,771.25,0.0,2084.49
c_6509,f,1999,24,"(18, 30]","(18, 30]",2.0,3.0,5.0,10.0,9.98,53.97,436.26,500.21
c_5978,m,1986,37,"(30, 50]","(30, 65]",157.0,39.0,0.0,196.0,1655.09,859.9499999999999,0.0,2515.04
c_4832,f,1997,26,"(18, 30]","(18, 30]",26.0,15.0,4.0,45.0,323.21,454.11,434.63,1211.9499999999998
c_6373,f,1991,32,"(30, 50]","(30, 65]",39.0,8.0,1.0,48.0,416.33,194.98999999999998,56.99,668.31
c_5063,m,1968,55,"(50, 70]","(30, 65]",37.0,49.0,0.0,86.0,429.07,920.16,0.0,1349.23
c_2506,f,1992,31,"(30, 50]","(30, 65]",3.0,8.0,3.0,14.0,32.97,137.53,164.97,335.47
c_1370,f,1980,43,"(30, 50]","(30, 65]",95.0,24.0,0.0,119.0,962.6,519.64,0.0,1482.24
c_2121,m,1983,40,"(30, 50]","(30, 65]",29.0,22.0,2.0,53.0,336.5,402.12,125.56,864.1800000000001
c_3665,f,1989,34,"(30, 50]","(30, 65]",99.0,33.0,3.0,135.0,1104.91,705.13,152.97,1963.01
c_7818,f,1978,45,"(30, 50]","(30, 65]",157.0,41.0,0.0,198.0,1709.18,780.87,0.0,2490.05
c_258,m,1959,64,"(50, 70]","(30, 65]",28.0,33.0,0.0,61.0,302.96999999999997,725.72,0.0,1028.69
c_1547,m,2004,19,"(18, 30]","(18, 30]",0.0,10.0,21.0,31.0,0.0,188.76999999999998,1783.27,1972.04
c_2903,f,1967,56,"(50, 70]","(30, 65]",57.0,54.0,0.0,111.0,555.62,1108.18,0.0,1663.8000000000002
c_394,f,1999,24,"(18, 30]","(18, 30]",29.0,27.0,19.0,75.0,343.3,500.34,1441.4,2285.04
c_4583,f,1998,25,"(18, 30]","(18, 30]",20.0,9.0,13.0,42.0,223.76,184.43,1011.8700000000001,1420.0600000000002
c_7879,f,1948,75,"(70, 94]","(65, 94]",45.0,80.0,0.0,125.0,416.07,1509.4099999999999,0.0,1925.4799999999998
c_7268,f,1985,38,"(30, 50]","(30, 65]",80.0,22.0,1.0,103.0,861.05,493.18,145.99,1500.22
c_3950,m,2004,19,"(18, 30]","(18, 30]",6.0,15.0,16.0,37.0,59.22,326.26,1394.27,1779.75
c_2362,m,1974,49,"(30, 50]","(30, 65]",49.0,9.0,3.0,61.0,438.0,135.99,545.97,1119.96
c_4982,f,1958,65,"(50, 70]","(30, 65]",26.0,39.0,0.0,65.0,299.78,942.68,0.0,1242.46
c_8141,f,1983,40,"(30, 50]","(30, 65]",117.0,31.0,0.0,148.0,1409.28,687.6999999999999,0.0,2096.98
c_3685,m,1965,58,"(50, 70]","(30, 65]",5.0,10.0,0.0,15.0,57.010000000000005,183.2,0.0,240.20999999999998
c_2755,f,1961,62,"(50, 70]","(30, 65]",5.0,16.0,1.0,22.0,32.93,295.46,43.35,371.74
c_4366,m,1953,70,"(50, 70]","(65, 94]",7.0,14.0,0.0,21.0,73.56,222.38,0.0,295.94
c_113,m,1974,49,"(30, 50]","(30, 65]",51.0,32.0,0.0,83.0,567.35,602.76,0.0,1170.1100000000001
c_1905,m,1967,56,"(50, 70]","(30, 65]",24.0,57.0,2.0,83.0,235.62,1303.05,135.98,1674.65
c_5379,m,1944,79,"(70, 94]","(65, 94]",22.0,25.0,0.0,47.0,268.0,650.04,0.0,918.04
c_1425,m,1998,25,"(18, 30]","(18, 30]",22.0,19.0,19.0,60.0,255.61999999999998,370.46,1725.98,2352.06
c_6200,m,1957,66,"(50, 70]","(65, 94]",0.0,2.0,0.0,2.0,0.0,53.86,0.0,53.86
c_5405,f,1974,49,"(30, 50]","(30, 65]",220.0,90.0,0.0,310.0,2260.53,1820.73,0.0,4081.26
c_2088,f,1958,65,"(50, 70]","(30, 65]",34.0,32.0,1.0,67.0,335.74,615.67,158.17,1109.58
c_7832,m,1980,43,"(30, 50]","(30, 65]",144.0,44.0,0.0,188.0,1577.32,969.92,0.0,2547.24
c_4759,m,1962,61,"(50, 70]","(30, 65]",6.0,0.0,0.0,6.0,59.8,0.0,0.0,59.8
c_6216,f,1997,26,"(18, 30]","(18, 30]",4.0,22.0,15.0,41.0,60.96,443.57,851.89,1356.42
c_4756,m,1962,61,"(50, 70]","(30, 65]",76.0,59.0,5.0,140.0,750.38,1241.04,278.21000000000004,2269.63
c_5866,f,1960,63,"(50, 70]","(30, 65]",29.0,21.0,2.0,52.0,301.34000000000003,446.86,221.96,970.1600000000001
c_3984,m,1992,31,"(30, 50]","(30, 65]",8.0,14.0,8.0,30.0,101.27,283.34,563.86,948.47
c_742,m,1978,45,"(30, 50]","(30, 65]",126.0,25.0,2.0,153.0,1262.04,726.07,291.98,2280.09
c_1782,f,1988,35,"(30, 50]","(30, 65]",190.0,77.0,0.0,267.0,2086.19,1360.45,0.0,3446.6400000000003
c_899,f,1958,65,"(50, 70]","(30, 65]",9.0,11.0,0.0,20.0,106.91,235.38,0.0,342.28999999999996
c_3555,f,1980,43,"(30, 50]","(30, 65]",51.0,18.0,3.0,72.0,499.78,393.67,173.97,1067.42
c_5043,f,1971,52,"(50, 70]","(30, 65]",56.0,97.0,0.0,153.0,537.16,1856.98,0.0,2394.14
c_5616,f,2000,23,"(18, 30]","(18, 30]",17.0,22.0,15.0,54.0,190.27,426.31,1191.26,1807.8400000000001
c_1933,f,1985,38,"(30, 50]","(30, 65]",145.0,35.0,2.0,182.0,1509.59,660.41,125.66,2295.66
c_2343,f,1990,33,"(30, 50]","(30, 65]",21.0,14.0,0.0,35.0,231.71,236.6,0.0,468.31
c_2273,f,1987,36,"(30, 50]","(30, 65]",30.0,42.0,0.0,72.0,381.48,962.5,0.0,1343.98
c_1093,f,1993,30,"(18, 30]","(18, 30]",3.0,5.0,5.0,13.0,36.97,118.39999999999999,277.18,432.55
c_2531,m,2001,22,"(18, 30]","(18, 30]",9.0,12.0,17.0,38.0,103.24,247.23999999999998,998.14,1348.62
c_3887,f,1969,54,"(50, 70]","(30, 65]",8.0,12.0,0.0,20.0,86.3,217.75,0.0,304.05
c_7024,m,1949,74,"(70, 94]","(65, 94]",4.0,3.0,0.0,7.0,33.44,74.97,0.0,108.41
c_5519,f,1994,29,"(18, 30]","(18, 30]",0.0,14.0,31.0,45.0,0.0,287.15,2872.29,3159.44
c_2646,f,1971,52,"(50, 70]","(30, 65]",26.0,33.0,2.0,61.0,368.33,667.96,85.02,1121.31
c_5167,f,1997,26,"(18, 30]","(18, 30]",17.0,20.0,9.0,46.0,129.8,485.8,696.36,1311.96
c_2017,f,1966,57,"(50, 70]","(30, 65]",15.0,23.0,0.0,38.0,130.08,585.59,0.0,715.6700000000001
c_3975,m,1993,30,"(18, 30]","(18, 30]",43.0,37.0,3.0,83.0,467.1,755.4399999999999,161.97,1384.51
c_7910,m,1992,31,"(30, 50]","(30, 65]",3.0,12.0,15.0,30.0,32.97,187.42,1206.8400000000001,1427.23
c_6368,m,2002,21,"(18, 30]","(18, 30]",1.0,1.0,1.0,3.0,13.99,15.99,46.99,76.97
c_3050,f,1987,36,"(30, 50]","(30, 65]",45.0,18.0,0.0,63.0,542.72,322.64,0.0,865.36
c_4376,f,1963,60,"(50, 70]","(30, 65]",53.0,102.0,0.0,155.0,531.84,2002.1799999999998,0.0,2534.02
c_3944,f,1975,48,"(30, 50]","(30, 65]",17.0,0.0,0.0,17.0,166.09,0.0,0.0,166.09
c_1830,f,1970,53,"(50, 70]","(30, 65]",9.0,4.0,0.0,13.0,91.19,83.96,0.0,175.14999999999998
c_6257,f,1988,35,"(30, 50]","(30, 65]",58.0,8.0,0.0,66.0,605.5,145.44,0.0,750.94
c_8265,f,1997,26,"(18, 30]","(18, 30]",0.0,3.0,10.0,13.0,0.0,45.44,519.48,564.9200000000001
c_7958,f,1962,61,"(50, 70]","(30, 65]",51.0,89.0,4.0,144.0,556.74,1781.72,462.12,2800.58
c_310,f,1981,42,"(30, 50]","(30, 65]",45.0,7.0,0.0,52.0,447.34999999999997,161.31,0.0,608.66
c_5322,m,1982,41,"(30, 50]","(30, 65]",45.0,23.0,3.0,71.0,520.73,409.37,486.09000000000003,1416.19
c_3888,m,1972,51,"(50, 70]","(30, 65]",40.0,3.0,0.0,43.0,378.15,53.28,0.0,431.42999999999995
c_2890,f,1982,41,"(30, 50]","(30, 65]",53.0,21.0,0.0,74.0,488.46,435.09,0.0,923.55
c_5548,f,1996,27,"(18, 30]","(18, 30]",2.0,3.0,18.0,23.0,17.98,80.97,1355.5,1454.45
c_4560,f,1968,55,"(50, 70]","(30, 65]",5.0,8.0,1.0,14.0,49.68,193.1,43.99,286.77
c_931,m,1965,58,"(50, 70]","(30, 65]",65.0,83.0,0.0,148.0,683.34,1826.79,0.0,2510.13
c_320,m,1953,70,"(50, 70]","(65, 94]",38.0,29.0,1.0,68.0,319.37,556.93,83.99,960.29
c_4535,m,1965,58,"(50, 70]","(30, 65]",18.0,30.0,0.0,48.0,177.29999999999998,680.55,0.0,857.8499999999999
c_4983,m,1998,25,"(18, 30]","(18, 30]",6.0,9.0,5.0,20.0,51.3,169.94,245.7,466.94
c_7959,f,1974,49,"(30, 50]","(30, 65]",292.0,77.0,0.0,369.0,3467.4,1618.05,0.0,5085.45
c_4858,f,1997,26,"(18, 30]","(18, 30]",3.0,4.0,3.0,10.0,12.93,73.46,154.34,240.73
c_1652,f,1989,34,"(30, 50]","(30, 65]",119.0,27.0,0.0,146.0,1187.58,565.53,0.0,1753.11
c_5790,f,1984,39,"(30, 50]","(30, 65]",195.0,63.0,0.0,258.0,2022.1,1280.44,0.0,3302.54
c_1026,m,1998,25,"(18, 30]","(18, 30]",4.0,15.0,10.0,29.0,61.29,265.9,1221.47,1548.66
c_4991,f,1957,66,"(50, 70]","(65, 94]",42.0,49.0,4.0,95.0,441.09999999999997,1073.48,393.96000000000004,1908.54
c_3784,f,2004,19,"(18, 30]","(18, 30]",14.0,11.0,4.0,29.0,135.04,167.70999999999998,275.12,577.87
c_680,f,1954,69,"(50, 70]","(65, 94]",18.0,4.0,0.0,22.0,181.49,73.89,0.0,255.38
c_1447,f,1969,54,"(50, 70]","(30, 65]",30.0,33.0,0.0,63.0,322.45,669.75,0.0,992.2
c_2360,m,1993,30,"(18, 30]","(18, 30]",0.0,7.0,21.0,28.0,0.0,118.66,1875.96,1994.6200000000001
c_6544,f,1971,52,"(50, 70]","(30, 65]",42.0,93.0,0.0,135.0,405.88,1980.93,0.0,2386.81
c_5977,f,1982,41,"(30, 50]","(30, 65]",227.0,63.0,2.0,292.0,2535.33,1184.71,93.98,3814.02
c_5840,f,1968,55,"(50, 70]","(30, 65]",20.0,23.0,0.0,43.0,223.57999999999998,470.0,0.0,693.5799999999999
c_5737,m,1981,42,"(30, 50]","(30, 65]",236.0,56.0,0.0,292.0,2491.53,1006.43,0.0,3497.96
c_4596,m,1986,37,"(30, 50]","(30, 65]",18.0,6.0,0.0,24.0,155.02,152.14,0.0,307.15999999999997
c_3360,f,1983,40,"(30, 50]","(30, 65]",33.0,11.0,0.0,44.0,371.15,196.74,0.0,567.89
c_2488,m,1950,73,"(70, 94]","(65, 94]",10.0,10.0,0.0,20.0,90.60000000000001,238.57,0.0,329.17
c_6237,f,2004,19,"(18, 30]","(18, 30]",1.0,1.0,4.0,6.0,7.99,11.99,222.04,242.01999999999998
c_613,m,1969,54,"(50, 70]","(30, 65]",59.0,67.0,1.0,127.0,607.68,1388.55,52.26,2048.4900000000002
c_510,m,1966,57,"(50, 70]","(30, 65]",38.0,37.0,0.0,75.0,398.6,680.38,0.0,1078.98
c_6340,m,1985,38,"(30, 50]","(30, 65]",113.0,44.0,0.0,157.0,1160.03,768.77,0.0,1928.8
c_1706,m,1954,69,"(50, 70]","(65, 94]",13.0,7.0,1.0,21.0,81.83,151.92999999999998,67.57,301.33
c_6150,m,1967,56,"(50, 70]","(30, 65]",9.0,14.0,0.0,23.0,89.67,257.71,0.0,347.38
c_58,f,2003,20,"(18, 30]","(18, 30]",0.0,22.0,17.0,39.0,0.0,510.21999999999997,1138.49,1648.71
c_8255,f,2002,21,"(18, 30]","(18, 30]",9.0,15.0,8.0,32.0,97.56,335.91999999999996,552.3199999999999,985.8
c_3935,f,1975,48,"(30, 50]","(30, 65]",37.0,17.0,0.0,54.0,408.03000000000003,401.4,0.0,809.4300000000001
c_389,m,1976,47,"(30, 50]","(30, 65]",21.0,5.0,0.0,26.0,325.67,99.98,0.0,425.65000000000003
c_6907,m,1977,46,"(30, 50]","(30, 65]",208.0,48.0,1.0,257.0,2074.22,1079.51,145.99,3299.7199999999993
c_5355,m,1963,60,"(50, 70]","(30, 65]",29.0,52.0,0.0,81.0,304.47,1182.8999999999999,0.0,1487.37
c_4760,f,1973,50,"(30, 50]","(30, 65]",144.0,39.0,0.0,183.0,1424.9,741.71,0.0,2166.61
c_6718,f,1979,44,"(30, 50]","(30, 65]",14.0,2.0,0.0,16.0,151.39,44.45,0.0,195.83999999999997
c_5490,f,1989,34,"(30, 50]","(30, 65]",57.0,15.0,0.0,72.0,688.96,309.38,0.0,998.34
c_164,f,1961,62,"(50, 70]","(30, 65]",19.0,52.0,0.0,71.0,216.59,1123.5,0.0,1340.09
c_3462,f,1956,67,"(50, 70]","(65, 94]",45.0,72.0,2.0,119.0,412.67,1610.8799999999999,291.98,2315.5299999999997
c_1513,m,2002,21,"(18, 30]","(18, 30]",4.0,28.0,34.0,66.0,66.28999999999999,567.47,2345.79,2979.55
c_5974,m,1958,65,"(50, 70]","(30, 65]",58.0,69.0,0.0,127.0,671.33,1332.07,0.0,2003.4
c_6812,f,2000,23,"(18, 30]","(18, 30]",7.0,14.0,17.0,38.0,103.14,281.38,1054.62,1439.1399999999999
c_6349,f,1991,32,"(30, 50]","(30, 65]",60.0,19.0,0.0,79.0,712.27,353.65,0.0,1065.92
c_6314,f,1983,40,"(30, 50]","(30, 65]",56.0,9.0,0.0,65.0,546.65,154.17000000000002,0.0,700.8199999999999
c_1316,f,1960,63,"(50, 70]","(30, 65]",8.0,9.0,0.0,17.0,88.47999999999999,184.39999999999998,0.0,272.88
c_8037,m,2000,23,"(18, 30]","(18, 30]",1.0,2.0,7.0,10.0,11.99,36.98,473.97,522.94
c_6376,m,1995,28,"(18, 30]","(18, 30]",9.0,13.0,4.0,26.0,106.44,288.65,532.48,927.5699999999999
c_7991,m,1968,55,"(50, 70]","(30, 65]",12.0,42.0,0.0,54.0,125.62,1013.52,0.0,1139.1399999999999
c_212,f,1988,35,"(30, 50]","(30, 65]",118.0,23.0,8.0,149.0,1307.35,488.28,445.6,2241.23
c_6852,m,1999,24,"(18, 30]","(18, 30]",0.0,6.0,13.0,19.0,0.0,84.69,1216.23,1300.92
c_3316,m,1966,57,"(50, 70]","(30, 65]",5.0,9.0,0.0,14.0,60.51,273.04,0.0,333.55
c_5037,f,1974,49,"(30, 50]","(30, 65]",148.0,45.0,0.0,193.0,1629.24,1186.98,0.0,2816.2200000000003
c_4416,m,1962,61,"(50, 70]","(30, 65]",23.0,17.0,0.0,40.0,221.37,348.35999999999996,0.0,569.73
c_7635,m,1982,41,"(30, 50]","(30, 65]",141.0,23.0,0.0,164.0,1492.6,495.71,0.0,1988.31
c_8450,m,2004,19,"(18, 30]","(18, 30]",22.0,17.0,16.0,55.0,222.93,337.15,1113.85,1673.9299999999998
c_5302,m,1929,94,"(70, 94]","(65, 94]",11.0,26.0,0.0,37.0,106.71,442.31,0.0,549.02
c_2014,m,1988,35,"(30, 50]","(30, 65]",95.0,49.0,4.0,148.0,1146.29,1023.49,210.45,2380.2299999999996
c_7344,m,1964,59,"(50, 70]","(30, 65]",53.0,74.0,0.0,127.0,486.9,1653.8999999999999,0.0,2140.7999999999997
c_4381,m,2004,19,"(18, 30]","(18, 30]",2.0,9.0,16.0,27.0,15.98,175.91,1106.96,1298.85
c_6554,m,1972,51,"(50, 70]","(30, 65]",38.0,10.0,0.0,48.0,342.28000000000003,142.34,0.0,484.62
c_1022,m,1996,27,"(18, 30]","(18, 30]",8.0,9.0,19.0,36.0,87.91999999999999,202.5,1524.72,1815.1399999999999
c_605,m,1991,32,"(30, 50]","(30, 65]",259.0,68.0,0.0,327.0,2676.2599999999998,1295.6699999999998,0.0,3971.9299999999994
c_1908,m,1971,52,"(50, 70]","(30, 65]",1.0,2.0,0.0,3.0,4.99,37.18,0.0,42.17
c_4308,m,1997,26,"(18, 30]","(18, 30]",2.0,10.0,9.0,21.0,7.98,200.64,515.23,723.85
c_1901,m,2004,19,"(18, 30]","(18, 30]",2.0,5.0,4.0,11.0,24.46,107.19,198.96,330.61
c_891,f,2002,21,"(18, 30]","(18, 30]",1.0,0.0,6.0,7.0,15.62,0.0,391.2,406.82
c_6146,m,1981,42,"(30, 50]","(30, 65]",65.0,26.0,0.0,91.0,618.11,563.28,0.0,1181.3899999999999
c_6939,f,2003,20,"(18, 30]","(18, 30]",3.0,10.0,7.0,20.0,20.97,201.63,468.83000000000004,691.4300000000001
c_1314,m,1973,50,"(30, 50]","(30, 65]",123.0,56.0,0.0,179.0,1312.83,1160.44,0.0,2473.27
c_4921,f,1971,52,"(50, 70]","(30, 65]",5.0,6.0,2.0,13.0,44.730000000000004,150.07,61.98,256.78000000000003
c_1686,m,1971,52,"(50, 70]","(30, 65]",27.0,34.0,0.0,61.0,223.47,693.73,0.0,917.2
c_3115,f,1997,26,"(18, 30]","(18, 30]",0.0,2.0,6.0,8.0,0.0,53.98,394.24,448.22
c_5620,m,1997,26,"(18, 30]","(18, 30]",6.0,0.0,2.0,8.0,63.760000000000005,0.0,169.98,233.74
c_2461,m,1994,29,"(18, 30]","(18, 30]",2.0,3.0,12.0,17.0,11.6,60.089999999999996,836.18,907.8699999999999
c_5007,f,2001,22,"(18, 30]","(18, 30]",7.0,32.0,27.0,66.0,52.79,796.6999999999999,1897.8500000000001,2747.34
c_8221,m,2003,20,"(18, 30]","(18, 30]",0.0,0.0,4.0,4.0,0.0,0.0,303.65999999999997,303.65999999999997
c_4184,f,1949,74,"(70, 94]","(65, 94]",34.0,41.0,0.0,75.0,389.0,743.79,0.0,1132.79
c_2508,m,1993,30,"(18, 30]","(18, 30]",33.0,25.0,5.0,63.0,340.53000000000003,446.68,566.79,1354.0
c_5852,m,1980,43,"(30, 50]","(30, 65]",49.0,33.0,0.0,82.0,535.42,595.51,0.0,1130.9299999999998
c_3587,m,1980,43,"(30, 50]","(30, 65]",63.0,21.0,0.0,84.0,683.02,477.82,0.0,1160.84
c_3137,m,1989,34,"(30, 50]","(30, 65]",60.0,16.0,0.0,76.0,715.0699999999999,310.56,0.0,1025.6299999999999
c_5287,m,1961,62,"(50, 70]","(30, 65]",18.0,14.0,0.0,32.0,130.33,320.79,0.0,451.12
c_2627,m,2004,19,"(18, 30]","(18, 30]",19.0,44.0,40.0,103.0,146.57,832.38,2826.25,3805.2
